Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa),Date,Time
542,75.4,30.0,1018.5,02/14/2024,14:53:41
553,75.4,30.0,1018.6,02/14/2024,14:54:41
584,75.5,30.0,1018.6,02/14/2024,14:55:41
584,75.5,31.0,1018.6,02/14/2024,14:56:41
573,75.4,30.0,1018.6,02/14/2024,14:57:41
580,75.5,30.0,1018.5,02/14/2024,14:58:41
576,75.4,31.0,1018.5,02/14/2024,14:59:41
592,75.6,31.0,1018.6,02/14/2024,15:00:41
576,75.6,31.0,1018.6,02/14/2024,15:01:41
529,75.5,30.0,1018.4,02/14/2024,15:02:41
543,75.5,30.0,1018.4,02/14/2024,15:03:41
582,75.6,30.0,1018.5,02/14/2024,15:04:41
599,75.6,30.0,1018.4,02/14/2024,15:05:41
564,75.7,30.0,1018.4,02/14/2024,15:06:41
562,75.7,30.0,1018.4,02/14/2024,15:07:41
587,75.7,30.0,1018.5,02/14/2024,15:08:41
618,75.7,30.0,1018.5,02/14/2024,15:09:41
614,75.7,31.0,1018.5,02/14/2024,15:10:41
598,75.8,30.0,1018.4,02/14/2024,15:11:41
611,75.8,30.0,1018.4,02/14/2024,15:12:41
619,75.9,30.0,1018.5,02/14/2024,15:13:41
610,75.8,30.0,1018.5,02/14/2024,15:14:41
616,75.8,30.0,1018.5,02/14/2024,15:15:41
628,75.7,30.0,1018.5,02/14/2024,15:16:41
612,75.7,30.0,1018.5,02/14/2024,15:17:41
603,75.7,30.0,1018.5,02/14/2024,15:18:41
632,75.7,31.0,1018.5,02/14/2024,15:19:41
613,75.6,31.0,1018.5,02/14/2024,15:20:41
626,75.6,31.0,1018.6,02/14/2024,15:21:41
652,75.6,31.0,1018.5,02/14/2024,15:22:41
659,75.5,31.0,1018.6,02/14/2024,15:23:41
631,75.4,31.0,1018.4,02/14/2024,15:24:41
667,75.5,31.0,1018.5,02/14/2024,15:25:41
643,75.4,31.0,1018.5,02/14/2024,15:26:41
668,75.3,31.0,1018.4,02/14/2024,15:27:41
690,75.3,31.0,1018.5,02/14/2024,15:28:41
711,75.3,31.0,1018.5,02/14/2024,15:29:41
624,75.2,30.0,1018.4,02/14/2024,15:30:41
644,75.2,31.0,1018.3,02/14/2024,15:31:41
676,75.2,31.0,1018.5,02/14/2024,15:32:41
684,75.2,31.0,1018.4,02/14/2024,15:33:41
675,75.2,31.0,1018.4,02/14/2024,15:34:41
713,75.2,31.0,1018.4,02/14/2024,15:35:41
685,75.2,31.0,1018.3,02/14/2024,15:36:41
690,75.2,31.0,1018.5,02/14/2024,15:37:41
696,75.2,31.0,1018.5,02/14/2024,15:38:41
668,75.1,31.0,1018.5,02/14/2024,15:39:41
687,75.1,31.0,1018.5,02/14/2024,15:40:41
657,75.0,31.0,1018.5,02/14/2024,15:41:41
655,75.0,31.0,1018.5,02/14/2024,15:42:41
677,75.0,31.0,1018.5,02/14/2024,15:43:41
675,75.0,31.0,1018.5,02/14/2024,15:44:41
686,75.0,31.0,1018.5,02/14/2024,15:45:41
670,75.0,31.0,1018.4,02/14/2024,15:46:41
667,74.9,31.0,1018.6,02/14/2024,15:47:41
602,74.9,30.0,1018.5,02/14/2024,15:48:41
632,74.9,31.0,1018.5,02/14/2024,15:49:41
587,74.9,30.0,1018.5,02/14/2024,15:50:41
601,74.8,30.0,1018.5,02/14/2024,15:51:41
612,74.8,31.0,1018.5,02/14/2024,15:52:41
612,74.8,30.0,1018.5,02/14/2024,15:53:41
580,74.8,30.0,1018.6,02/14/2024,15:54:41
642,74.8,30.0,1018.6,02/14/2024,15:55:41
671,74.9,31.0,1018.5,02/14/2024,15:56:41
694,75.0,31.0,1018.6,02/14/2024,15:57:41
678,75.1,31.0,1018.6,02/14/2024,15:58:41
690,75.2,31.0,1018.6,02/14/2024,15:59:41
690,75.3,31.0,1018.6,02/14/2024,16:00:41
722,75.4,31.0,1018.7,02/14/2024,16:01:41
690,75.5,31.0,1018.6,02/14/2024,16:02:41
689,75.6,30.0,1018.7,02/14/2024,16:03:41
676,75.6,31.0,1018.6,02/14/2024,16:04:41
686,75.6,31.0,1018.6,02/14/2024,16:05:41
709,75.7,31.0,1018.7,02/14/2024,16:06:41
724,75.7,31.0,1018.6,02/14/2024,16:07:41
654,75.7,30.0,1018.6,02/14/2024,16:08:41
664,75.8,30.0,1018.7,02/14/2024,16:09:41
669,75.8,30.0,1018.7,02/14/2024,16:10:41
680,75.8,30.0,1018.7,02/14/2024,16:11:41
636,76.0,30.0,1018.7,02/14/2024,16:12:41
661,76.1,30.0,1018.7,02/14/2024,16:13:41
667,76.1,30.0,1018.7,02/14/2024,16:14:41
691,76.2,30.0,1018.7,02/14/2024,16:15:41
689,76.2,30.0,1018.6,02/14/2024,16:16:41
714,76.1,30.0,1018.7,02/14/2024,16:17:41
743,76.2,30.0,1018.7,02/14/2024,16:18:41
751,76.1,31.0,1018.7,02/14/2024,16:19:41
707,76.1,30.0,1018.7,02/14/2024,16:20:41
704,76.0,30.0,1018.6,02/14/2024,16:21:41
698,76.0,30.0,1018.7,02/14/2024,16:22:41
700,76.0,30.0,1018.8,02/14/2024,16:23:41
712,75.9,30.0,1018.8,02/14/2024,16:24:41
719,75.9,30.0,1018.7,02/14/2024,16:25:41
741,76.0,30.0,1018.7,02/14/2024,16:26:41
727,75.9,31.0,1018.7,02/14/2024,16:27:41
757,75.9,31.0,1018.8,02/14/2024,16:28:41
764,75.9,31.0,1018.7,02/14/2024,16:29:41
739,75.9,31.0,1018.8,02/14/2024,16:30:41
724,75.8,30.0,1018.8,02/14/2024,16:31:41
734,75.8,31.0,1018.8,02/14/2024,16:32:41
757,75.8,31.0,1018.9,02/14/2024,16:33:41
799,75.8,31.0,1018.9,02/14/2024,16:34:41
746,75.7,31.0,1018.8,02/14/2024,16:35:41
727,75.7,31.0,1018.8,02/14/2024,16:36:41
717,75.6,31.0,1018.8,02/14/2024,16:37:41
707,75.6,31.0,1018.9,02/14/2024,16:38:41
737,75.5,31.0,1018.8,02/14/2024,16:39:41
720,75.4,31.0,1018.8,02/14/2024,16:40:41
713,75.4,31.0,1018.7,02/14/2024,16:41:41
723,75.4,31.0,1018.8,02/14/2024,16:42:41
740,75.3,31.0,1018.8,02/14/2024,16:43:41
745,75.3,31.0,1018.8,02/14/2024,16:44:41
743,75.2,31.0,1018.7,02/14/2024,16:45:41
752,75.3,31.0,1018.7,02/14/2024,16:46:41
711,75.2,31.0,1018.8,02/14/2024,16:47:41
746,75.2,31.0,1018.7,02/14/2024,16:48:41
714,75.2,31.0,1018.7,02/14/2024,16:49:41
742,75.3,31.0,1018.7,02/14/2024,16:50:41
706,75.3,31.0,1018.7,02/14/2024,16:51:41
700,75.4,31.0,1018.6,02/14/2024,16:52:41
713,75.4,31.0,1018.6,02/14/2024,16:53:41
704,75.5,31.0,1018.7,02/14/2024,16:54:41
688,75.6,31.0,1018.7,02/14/2024,16:55:41
689,75.5,31.0,1018.7,02/14/2024,16:56:41
677,75.6,31.0,1018.7,02/14/2024,16:57:41
667,75.5,31.0,1018.7,02/14/2024,16:58:41
696,75.6,31.0,1018.6,02/14/2024,16:59:41
658,75.5,31.0,1018.7,02/14/2024,17:00:41
672,75.6,31.0,1018.7,02/14/2024,17:01:41
697,75.5,31.0,1018.6,02/14/2024,17:02:41
697,75.5,31.0,1018.7,02/14/2024,17:03:41
689,75.5,31.0,1018.6,02/14/2024,17:04:41
668,75.5,31.0,1018.6,02/14/2024,17:05:41
687,75.5,31.0,1018.7,02/14/2024,17:06:41
680,75.5,31.0,1018.7,02/14/2024,17:07:41
712,75.5,31.0,1018.7,02/14/2024,17:08:41
695,75.4,31.0,1018.7,02/14/2024,17:09:41
683,75.4,31.0,1018.7,02/14/2024,17:10:42
693,75.4,31.0,1018.7,02/14/2024,17:11:42
682,75.4,31.0,1018.6,02/14/2024,17:12:42
684,75.4,31.0,1018.8,02/14/2024,17:13:42
694,75.4,31.0,1018.7,02/14/2024,17:14:42
703,75.4,31.0,1018.7,02/14/2024,17:15:42
703,75.4,31.0,1018.7,02/14/2024,17:16:42
691,75.3,31.0,1018.6,02/14/2024,17:17:42
682,75.3,31.0,1018.7,02/14/2024,17:18:42
683,75.3,31.0,1018.6,02/14/2024,17:19:42
684,75.3,31.0,1018.7,02/14/2024,17:20:42
684,75.2,31.0,1018.8,02/14/2024,17:21:42
699,75.2,31.0,1018.9,02/14/2024,17:22:42
722,75.2,31.0,1018.8,02/14/2024,17:23:42
703,75.2,31.0,1018.8,02/14/2024,17:24:42
697,75.2,31.0,1018.9,02/14/2024,17:25:42
697,75.2,31.0,1018.8,02/14/2024,17:26:42
687,75.2,31.0,1018.8,02/14/2024,17:27:42
712,75.2,31.0,1018.8,02/14/2024,17:28:42
704,75.1,31.0,1018.8,02/14/2024,17:29:42
690,75.1,31.0,1018.8,02/14/2024,17:30:42
700,75.1,31.0,1018.9,02/14/2024,17:31:42
714,75.1,31.0,1018.9,02/14/2024,17:32:42
715,75.1,31.0,1018.9,02/14/2024,17:33:42
687,75.1,31.0,1018.9,02/14/2024,17:34:42
693,75.1,31.0,1018.9,02/14/2024,17:35:42
689,75.0,31.0,1018.8,02/14/2024,17:36:42
721,75.0,31.0,1018.9,02/14/2024,17:37:42
702,75.1,32.0,1018.9,02/14/2024,17:38:42
689,75.0,32.0,1018.8,02/14/2024,17:39:42
704,75.0,32.0,1018.8,02/14/2024,17:40:42
681,75.0,32.0,1018.9,02/14/2024,17:41:42
711,75.0,32.0,1018.9,02/14/2024,17:42:42
699,75.0,32.0,1018.9,02/14/2024,17:43:42
697,75.0,32.0,1019.1,02/14/2024,17:44:42
710,74.9,32.0,1019.0,02/14/2024,17:45:42
704,74.9,32.0,1019.0,02/14/2024,17:46:42
696,74.9,32.0,1019.0,02/14/2024,17:47:42
718,74.9,32.0,1019.0,02/14/2024,17:48:42
711,74.8,32.0,1019.1,02/14/2024,17:49:42
714,74.9,32.0,1019.1,02/14/2024,17:50:42
701,74.8,32.0,1019.0,02/14/2024,17:51:42
703,74.8,32.0,1019.1,02/14/2024,17:52:42
714,74.8,32.0,1019.0,02/14/2024,17:53:42
700,74.8,32.0,1019.1,02/14/2024,17:54:42
717,74.8,32.0,1019.2,02/14/2024,17:55:42
724,74.8,32.0,1019.2,02/14/2024,17:56:42
713,74.8,32.0,1019.1,02/14/2024,17:57:42
747,74.8,32.0,1019.1,02/14/2024,17:58:42
736,74.8,32.0,1019.1,02/14/2024,17:59:42
713,74.8,32.0,1019.1,02/14/2024,18:00:42
717,74.8,32.0,1019.1,02/14/2024,18:01:42
726,74.8,32.0,1019.2,02/14/2024,18:02:42
703,74.8,32.0,1019.2,02/14/2024,18:03:42
697,74.8,32.0,1019.3,02/14/2024,18:04:42
727,74.8,32.0,1019.2,02/14/2024,18:05:42
682,74.8,32.0,1019.2,02/14/2024,18:06:42
709,74.7,32.0,1019.3,02/14/2024,18:07:42
707,74.7,32.0,1019.2,02/14/2024,18:08:42
725,74.7,32.0,1019.2,02/14/2024,18:09:42
722,74.7,32.0,1019.2,02/14/2024,18:10:42
766,74.7,32.0,1019.2,02/14/2024,18:11:42
775,74.7,32.0,1019.3,02/14/2024,18:12:42
780,74.8,32.0,1019.4,02/14/2024,18:13:42
797,74.7,32.0,1019.2,02/14/2024,18:14:42
796,74.7,32.0,1019.3,02/14/2024,18:15:42
807,74.7,32.0,1019.2,02/14/2024,18:16:42
809,74.7,32.0,1019.3,02/14/2024,18:17:42
820,74.7,33.0,1019.2,02/14/2024,18:18:42
836,74.6,33.0,1019.3,02/14/2024,18:19:42
834,74.7,33.0,1019.3,02/14/2024,18:20:42
835,74.6,33.0,1019.3,02/14/2024,18:21:42
854,74.6,33.0,1019.3,02/14/2024,18:22:42
863,74.5,33.0,1019.4,02/14/2024,18:23:42
865,74.6,33.0,1019.3,02/14/2024,18:24:42
872,74.5,33.0,1019.4,02/14/2024,18:25:42
853,74.5,33.0,1019.3,02/14/2024,18:26:42
846,74.5,33.0,1019.3,02/14/2024,18:27:42
846,74.5,33.0,1019.4,02/14/2024,18:28:42
870,74.5,33.0,1019.4,02/14/2024,18:29:42
827,74.5,33.0,1019.4,02/14/2024,18:30:42
859,74.5,33.0,1019.4,02/14/2024,18:31:42
871,74.5,33.0,1019.3,02/14/2024,18:32:42
845,74.5,33.0,1019.4,02/14/2024,18:33:42
846,74.4,33.0,1019.5,02/14/2024,18:34:42
846,74.4,33.0,1019.4,02/14/2024,18:35:42
847,74.4,33.0,1019.4,02/14/2024,18:36:42
824,74.4,33.0,1019.4,02/14/2024,18:37:42
852,74.4,33.0,1019.4,02/14/2024,18:38:42
833,74.4,33.0,1019.4,02/14/2024,18:39:42
861,74.4,33.0,1019.4,02/14/2024,18:40:42
842,74.4,33.0,1019.4,02/14/2024,18:41:42
843,74.4,33.0,1019.4,02/14/2024,18:42:42
824,74.4,33.0,1019.4,02/14/2024,18:43:42
821,74.4,33.0,1019.5,02/14/2024,18:44:42
829,74.4,33.0,1019.5,02/14/2024,18:45:42
820,74.4,33.0,1019.4,02/14/2024,18:46:42
819,74.4,33.0,1019.5,02/14/2024,18:47:42
847,74.4,33.0,1019.4,02/14/2024,18:48:42
851,74.4,33.0,1019.5,02/14/2024,18:49:42
871,74.4,33.0,1019.4,02/14/2024,18:50:42
891,74.4,33.0,1019.5,02/14/2024,18:51:42
835,74.4,33.0,1019.5,02/14/2024,18:52:42
835,74.4,33.0,1019.5,02/14/2024,18:53:42
851,74.4,33.0,1019.5,02/14/2024,18:54:42
866,74.3,33.0,1019.5,02/14/2024,18:55:42
868,74.4,33.0,1019.4,02/14/2024,18:56:42
852,74.3,34.0,1019.5,02/14/2024,18:57:42
904,74.4,34.0,1019.6,02/14/2024,18:58:42
896,74.4,34.0,1019.6,02/14/2024,18:59:42
900,74.3,34.0,1019.4,02/14/2024,19:00:42
884,74.4,34.0,1019.5,02/14/2024,19:01:42
872,74.3,33.0,1019.5,02/14/2024,19:02:42
841,74.3,33.0,1019.5,02/14/2024,19:03:42
826,74.2,34.0,1019.6,02/14/2024,19:04:42
844,74.2,34.0,1019.6,02/14/2024,19:05:42
824,74.2,34.0,1019.6,02/14/2024,19:06:42
809,74.1,34.0,1019.6,02/14/2024,19:07:42
781,74.1,34.0,1019.6,02/14/2024,19:08:42
821,74.0,34.0,1019.7,02/14/2024,19:09:42
781,74.0,34.0,1019.7,02/14/2024,19:10:42
764,74.0,34.0,1019.7,02/14/2024,19:11:42
780,74.0,34.0,1019.7,02/14/2024,19:12:42
756,74.0,34.0,1019.8,02/14/2024,19:13:42
767,73.9,34.0,1019.7,02/14/2024,19:14:42
747,73.9,34.0,1019.7,02/14/2024,19:15:42
757,73.9,34.0,1019.8,02/14/2024,19:16:42
728,73.8,34.0,1019.7,02/14/2024,19:17:42
727,73.8,34.0,1019.7,02/14/2024,19:18:42
731,73.8,34.0,1019.7,02/14/2024,19:19:42
710,73.8,34.0,1019.6,02/14/2024,19:20:42
725,73.8,34.0,1019.7,02/14/2024,19:21:42
709,73.8,34.0,1019.8,02/14/2024,19:22:42
695,73.8,34.0,1019.7,02/14/2024,19:23:42
692,73.8,34.0,1019.8,02/14/2024,19:24:42
682,73.8,34.0,1019.7,02/14/2024,19:25:42
699,73.7,34.0,1019.8,02/14/2024,19:26:42
705,73.8,34.0,1019.8,02/14/2024,19:27:42
701,73.7,34.0,1019.8,02/14/2024,19:28:42
712,73.7,34.0,1019.8,02/14/2024,19:29:42
718,73.7,34.0,1019.9,02/14/2024,19:30:42
686,73.7,34.0,1019.8,02/14/2024,19:31:42
688,73.7,34.0,1019.8,02/14/2024,19:32:42
683,73.7,34.0,1019.7,02/14/2024,19:33:42
675,73.6,34.0,1019.9,02/14/2024,19:34:42
688,73.6,34.0,1019.8,02/14/2024,19:35:42
699,73.6,34.0,1019.9,02/14/2024,19:36:42
693,73.5,34.0,1019.8,02/14/2024,19:37:42
709,73.5,34.0,1020.0,02/14/2024,19:38:42
700,73.5,34.0,1019.9,02/14/2024,19:39:42
710,73.5,34.0,1020.0,02/14/2024,19:40:42
684,73.4,34.0,1019.9,02/14/2024,19:41:42
707,73.5,34.0,1019.9,02/14/2024,19:42:42
689,73.5,34.0,1019.9,02/14/2024,19:43:42
688,73.5,34.0,1019.9,02/14/2024,19:44:42
679,73.4,34.0,1019.8,02/14/2024,19:45:42
677,73.4,34.0,1019.9,02/14/2024,19:46:42
684,73.4,34.0,1019.9,02/14/2024,19:47:42
676,73.4,34.0,1019.9,02/14/2024,19:48:42
685,73.4,34.0,1019.9,02/14/2024,19:49:42
651,73.3,34.0,1020.0,02/14/2024,19:50:42
670,73.3,34.0,1019.9,02/14/2024,19:51:42
670,73.3,34.0,1019.9,02/14/2024,19:52:42
674,73.3,34.0,1019.9,02/14/2024,19:53:42
660,73.3,34.0,1020.0,02/14/2024,19:54:42
667,73.3,34.0,1020.0,02/14/2024,19:55:42
665,73.3,35.0,1020.0,02/14/2024,19:56:42
660,73.2,35.0,1019.9,02/14/2024,19:57:42
667,73.3,35.0,1020.0,02/14/2024,19:58:42
667,73.3,35.0,1020.0,02/14/2024,19:59:42
675,73.3,35.0,1020.1,02/14/2024,20:00:42
667,73.2,35.0,1020.1,02/14/2024,20:01:42
668,73.3,35.0,1020.1,02/14/2024,20:02:42
661,73.2,35.0,1020.1,02/14/2024,20:03:42
673,73.2,35.0,1020.1,02/14/2024,20:04:42
652,73.2,35.0,1020.3,02/14/2024,20:05:42
642,73.2,35.0,1020.4,02/14/2024,20:06:42
667,73.2,35.0,1020.3,02/14/2024,20:07:42
662,73.2,35.0,1020.3,02/14/2024,20:08:42
665,73.2,35.0,1020.4,02/14/2024,20:09:42
669,73.2,35.0,1020.3,02/14/2024,20:10:42
669,73.2,35.0,1020.2,02/14/2024,20:11:42
672,73.2,35.0,1020.3,02/14/2024,20:12:42
657,73.1,35.0,1020.2,02/14/2024,20:13:42
665,73.1,35.0,1020.3,02/14/2024,20:14:42
675,73.2,35.0,1020.2,02/14/2024,20:15:42
667,73.1,35.0,1020.3,02/14/2024,20:16:42
676,73.1,35.0,1020.3,02/14/2024,20:17:42
673,73.1,35.0,1020.3,02/14/2024,20:18:42
699,73.1,35.0,1020.2,02/14/2024,20:19:42
682,73.1,35.0,1020.3,02/14/2024,20:20:42
680,73.0,35.0,1020.4,02/14/2024,20:21:42
705,73.0,35.0,1020.3,02/14/2024,20:22:42
701,73.0,35.0,1020.4,02/14/2024,20:23:42
702,73.0,35.0,1020.4,02/14/2024,20:24:42
686,73.0,35.0,1020.4,02/14/2024,20:25:42
689,73.0,35.0,1020.4,02/14/2024,20:26:42
707,73.0,35.0,1020.5,02/14/2024,20:27:42
696,73.0,35.0,1020.4,02/14/2024,20:28:42
703,72.9,36.0,1020.4,02/14/2024,20:29:42
716,72.9,36.0,1020.4,02/14/2024,20:30:42
706,72.9,36.0,1020.5,02/14/2024,20:31:42
708,72.9,36.0,1020.5,02/14/2024,20:32:42
733,72.9,36.0,1020.6,02/14/2024,20:33:42
709,72.8,36.0,1020.5,02/14/2024,20:34:42
712,72.8,36.0,1020.6,02/14/2024,20:35:42
715,72.7,36.0,1020.7,02/14/2024,20:36:42
712,72.7,36.0,1020.5,02/14/2024,20:37:42
714,72.7,36.0,1020.5,02/14/2024,20:38:42
731,72.7,36.0,1020.5,02/14/2024,20:39:42
720,72.7,36.0,1020.5,02/14/2024,20:40:42
714,72.6,36.0,1020.4,02/14/2024,20:41:42
683,72.7,36.0,1020.4,02/14/2024,20:42:42
723,72.7,36.0,1020.4,02/14/2024,20:43:42
723,72.6,36.0,1020.4,02/14/2024,20:44:42
733,72.6,36.0,1020.4,02/14/2024,20:45:42
734,72.5,36.0,1020.4,02/14/2024,20:46:42
725,72.5,36.0,1020.3,02/14/2024,20:47:42
705,72.5,36.0,1020.3,02/14/2024,20:48:42
725,72.6,36.0,1020.4,02/14/2024,20:49:42
752,72.5,36.0,1020.3,02/14/2024,20:50:42
742,72.5,36.0,1020.3,02/14/2024,20:51:42
756,72.5,36.0,1020.5,02/14/2024,20:52:42
749,72.4,36.0,1020.4,02/14/2024,20:53:42
751,72.4,36.0,1020.6,02/14/2024,20:54:42
764,72.4,36.0,1020.5,02/14/2024,20:55:42
763,72.3,36.0,1020.7,02/14/2024,20:56:42
776,72.3,36.0,1020.6,02/14/2024,20:57:42
752,72.3,36.0,1020.7,02/14/2024,20:58:42
742,72.3,36.0,1020.8,02/14/2024,20:59:42
751,72.2,36.0,1020.7,02/14/2024,21:00:42
749,72.2,36.0,1020.7,02/14/2024,21:01:42
745,72.2,36.0,1020.7,02/14/2024,21:02:42
776,72.1,36.0,1020.8,02/14/2024,21:03:42
755,72.1,36.0,1020.8,02/14/2024,21:04:42
762,72.0,36.0,1020.8,02/14/2024,21:05:42
756,72.0,36.0,1020.9,02/14/2024,21:06:42
755,72.0,36.0,1020.9,02/14/2024,21:07:42
777,72.0,36.0,1020.8,02/14/2024,21:08:42
761,72.0,36.0,1020.8,02/14/2024,21:09:42
736,72.0,36.0,1020.9,02/14/2024,21:10:42
743,72.0,36.0,1020.8,02/14/2024,21:11:42
753,71.9,36.0,1020.8,02/14/2024,21:12:42
753,71.9,36.0,1020.8,02/14/2024,21:13:42
730,71.9,36.0,1020.8,02/14/2024,21:14:42
748,71.9,36.0,1020.9,02/14/2024,21:15:42
754,71.9,36.0,1020.8,02/14/2024,21:16:42
744,71.8,36.0,1020.9,02/14/2024,21:17:42
721,71.8,36.0,1020.8,02/14/2024,21:18:42
737,71.8,36.0,1020.9,02/14/2024,21:19:42
743,71.8,36.0,1020.9,02/14/2024,21:20:42
739,71.7,36.0,1020.9,02/14/2024,21:21:42
718,71.7,36.0,1020.9,02/14/2024,21:22:42
739,71.7,36.0,1020.9,02/14/2024,21:23:42
729,71.7,36.0,1020.9,02/14/2024,21:24:42
764,71.6,36.0,1020.9,02/14/2024,21:25:42
774,71.6,36.0,1020.9,02/14/2024,21:26:42
760,71.6,36.0,1020.9,02/14/2024,21:27:42
796,71.6,37.0,1020.8,02/14/2024,21:28:42
813,71.5,37.0,1020.8,02/14/2024,21:29:42
773,71.6,36.0,1020.8,02/14/2024,21:30:42
777,71.5,36.0,1020.8,02/14/2024,21:31:42
783,71.5,36.0,1020.8,02/14/2024,21:32:42
792,71.4,36.0,1020.9,02/14/2024,21:33:42
786,71.5,36.0,1020.9,02/14/2024,21:34:42
781,71.4,37.0,1020.8,02/14/2024,21:35:42
806,71.4,37.0,1020.9,02/14/2024,21:36:42
783,71.3,37.0,1020.9,02/14/2024,21:37:42
783,71.4,36.0,1020.9,02/14/2024,21:38:42
785,71.3,37.0,1020.8,02/14/2024,21:39:42
775,71.3,36.0,1020.8,02/14/2024,21:40:42
790,71.2,36.0,1020.9,02/14/2024,21:41:42
773,71.3,36.0,1020.8,02/14/2024,21:42:42
797,71.2,37.0,1020.9,02/14/2024,21:43:42
786,71.2,37.0,1020.8,02/14/2024,21:44:42
769,71.2,37.0,1020.8,02/14/2024,21:45:42
797,71.2,37.0,1020.9,02/14/2024,21:46:42
784,71.2,37.0,1020.8,02/14/2024,21:47:42
775,71.2,37.0,1020.8,02/14/2024,21:48:42
789,71.2,37.0,1020.8,02/14/2024,21:49:42
792,71.2,37.0,1020.8,02/14/2024,21:50:42
811,71.2,37.0,1020.7,02/14/2024,21:51:42
805,71.1,37.0,1020.8,02/14/2024,21:52:42
797,71.0,37.0,1020.8,02/14/2024,21:53:42
830,71.1,37.0,1020.7,02/14/2024,21:54:42
793,71.0,37.0,1020.8,02/14/2024,21:55:42
800,71.0,37.0,1020.8,02/14/2024,21:56:42
809,71.0,37.0,1020.6,02/14/2024,21:57:42
800,70.9,37.0,1020.7,02/14/2024,21:58:42
807,70.9,37.0,1020.7,02/14/2024,21:59:42
810,70.9,37.0,1020.6,02/14/2024,22:00:42
826,70.9,37.0,1020.8,02/14/2024,22:01:42
802,70.8,37.0,1020.7,02/14/2024,22:02:17
818,70.9,37.0,1020.7,02/14/2024,22:03:17
817,70.8,37.0,1020.8,02/14/2024,22:04:17
810,70.8,37.0,1020.8,02/14/2024,22:05:17
802,70.8,37.0,1020.8,02/14/2024,22:06:17
799,70.8,37.0,1020.8,02/14/2024,22:07:17
824,70.7,37.0,1020.8,02/14/2024,22:08:17
814,70.7,37.0,1020.8,02/14/2024,22:09:17
808,70.7,37.0,1020.8,02/14/2024,22:10:17
819,70.7,37.0,1020.8,02/14/2024,22:11:17
829,70.7,37.0,1020.7,02/14/2024,22:12:17
828,70.6,37.0,1020.8,02/14/2024,22:13:17
805,70.6,37.0,1020.7,02/14/2024,22:14:17
792,70.6,37.0,1020.7,02/14/2024,22:15:17
815,70.6,37.0,1020.5,02/14/2024,22:16:17
842,70.5,37.0,1020.6,02/14/2024,22:17:17
827,70.6,37.0,1020.6,02/14/2024,22:18:17
840,70.5,37.0,1020.6,02/14/2024,22:19:17
821,70.5,37.0,1020.6,02/14/2024,22:20:17
810,70.4,37.0,1020.6,02/14/2024,22:21:17
812,70.5,37.0,1020.6,02/14/2024,22:22:17
822,70.4,37.0,1020.7,02/14/2024,22:23:17
813,70.4,37.0,1020.6,02/14/2024,22:24:17
833,70.4,38.0,1020.6,02/14/2024,22:25:17
835,70.4,38.0,1020.7,02/14/2024,22:26:17
866,70.4,38.0,1020.6,02/14/2024,22:27:17
838,70.3,38.0,1020.7,02/14/2024,22:28:17
856,70.3,38.0,1020.6,02/14/2024,22:29:17
857,70.4,38.0,1020.7,02/14/2024,22:30:17
859,70.4,38.0,1020.6,02/14/2024,22:31:17
843,70.4,38.0,1020.7,02/14/2024,22:32:17
867,70.4,38.0,1020.6,02/14/2024,22:33:17
888,70.5,38.0,1020.6,02/14/2024,22:34:17
916,70.5,39.0,1020.6,02/14/2024,22:35:17
911,70.5,39.0,1020.6,02/14/2024,22:36:17
927,70.5,39.0,1020.6,02/14/2024,22:37:17
929,70.7,39.0,1020.6,02/14/2024,22:38:17
922,70.7,39.0,1020.5,02/14/2024,22:39:17
937,70.7,39.0,1020.5,02/14/2024,22:40:17
944,70.8,39.0,1020.5,02/14/2024,22:41:17
936,70.8,39.0,1020.5,02/14/2024,22:42:17
945,70.8,39.0,1020.5,02/14/2024,22:43:17
947,70.9,39.0,1020.5,02/14/2024,22:44:17
950,71.0,39.0,1020.6,02/14/2024,22:45:17
939,71.0,39.0,1020.6,02/14/2024,22:46:17
962,71.1,39.0,1020.5,02/14/2024,22:47:17
955,71.1,40.0,1020.6,02/14/2024,22:48:17
967,71.1,39.0,1020.6,02/14/2024,22:49:17
931,71.2,40.0,1020.7,02/14/2024,22:50:17
959,71.2,39.0,1020.7,02/14/2024,22:51:17
940,71.2,39.0,1020.6,02/14/2024,22:52:17
950,71.2,39.0,1020.8,02/14/2024,22:53:17
944,71.3,39.0,1020.7,02/14/2024,22:54:17
946,71.3,39.0,1020.8,02/14/2024,22:55:17
926,71.3,39.0,1020.7,02/14/2024,22:56:17
932,71.4,39.0,1020.8,02/14/2024,22:57:17
928,71.4,39.0,1020.8,02/14/2024,22:58:17
960,71.5,39.0,1020.8,02/14/2024,22:59:17
912,71.5,39.0,1020.8,02/14/2024,23:00:17
957,71.6,39.0,1020.9,02/14/2024,23:01:17
933,71.6,39.0,1020.9,02/14/2024,23:02:17
945,71.5,39.0,1020.8,02/14/2024,23:03:17
937,71.6,39.0,1020.9,02/14/2024,23:04:17
932,71.7,39.0,1020.9,02/14/2024,23:05:17
952,71.7,39.0,1020.9,02/14/2024,23:06:17
942,71.7,39.0,1021.0,02/14/2024,23:07:17
952,71.8,39.0,1020.9,02/14/2024,23:08:17
927,71.7,39.0,1021.0,02/14/2024,23:09:17
949,71.8,39.0,1021.0,02/14/2024,23:10:17
